agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,proposal_flag
nih,3R01CA283840-01S1,ASST_NON_R01CA283840_7529,University of Texas Health Sciences Center,Texas,,,,,,33709.31,33226.69,66936,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA283840_7529,https://reporter.nih.gov/project-details/11064597,270169582,594727.85,1040371,2029-06-30,2025-08-20,TRUE,TRUE,TRUE,561018.54,17.64283665254495,114996.67000000001,70961.58000000002,31034.589999999997,488869,488869,0,6,25,,university of texas health sciences center|texas,F,TRUE,TRUE
nih,3R35GM119426-09S1,ASST_NON_R35GM119426_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,1964981,30893,1995874,2025-06-11,,https://www.usaspending.gov/award/ASST_NON_R35GM119426_7529,https://reporter.nih.gov/project-details/11084684,270345465,1830096.09,4327563,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,-134884.90999999992,0.9313556161611741,245571.09000000003,138263.08999999997,75218.92,421686,0,0,23,48,,unitid:139658,F,TRUE,TRUE
nih,1F31DA062446-01,ASST_NON_F31DA062446_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,19590.33,22954.67,42545,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_F31DA062446_7529,https://reporter.nih.gov/project-details/11066089,266721365,19590.33,43109,2025-12-31,2026-02-20,TRUE,TRUE,TRUE,0,1,0,0,0,564,0,564,5,8,,unitid:170976,F,TRUE,TRUE
nih,5R00AG068425-05,ASST_NON_R00AG068425_7529,University of Washington,Washington,University of Washington,Washington,Seattle,Public,236948,734188.09,20259.2200000001,754447.31,2025-05-29,,https://www.usaspending.gov/award/ASST_NON_R00AG068425_7529,https://reporter.nih.gov/project-details/11021081,270126344,733866.82,754447.31,2026-01-31,2025-07-21,TRUE,TRUE,TRUE,-321.2700000000186,0.999562414585069,148998.03000000003,71119.20000000004,0,19921,19921,0,8,30,,unitid:236948,F,TRUE,TRUE
nih,5F31DK137482-02,ASST_NON_F31DK137482_7529,Indiana University Indianapolis,Indiana,Indiana University-Indianapolis,Indiana,Indianapolis,Public,151111,59741.5,19710.5,79452,2025-06-09,,https://www.usaspending.gov/award/ASST_NON_F31DK137482_7529,https://reporter.nih.gov/project-details/11000764,266723019,73313.5,79452,2025-12-31,2025-06-20,TRUE,TRUE,TRUE,13572,1.2271787618322272,15972,2400,13572,564,0,0,3,19,,unitid:151111,F,TRUE,TRUE
nih,4R00GM140338-02,ASST_NON_R00GM140338_7529,Tulane University of Louisiana,Louisiana,Tulane University of Louisiana,Louisiana,New Orleans,Private not-for-profit,160755,232638.93,16333.07,248972,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_R00GM140338_7529,https://reporter.nih.gov/project-details/11074908,270128309,232638.93,497972,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,0,1,79661.15,27867.26999999999,0,264846.72,0,264846.72,6,14,,unitid:160755,F,TRUE,TRUE
nih,5R25GM152359-02,ASST_NON_R25GM152359_7529,Montana State University - Bozeman,Montana,Montana State University,Montana,Bozeman,Public,180461,311162,14043,325205,2025-03-21,,https://www.usaspending.gov/award/ASST_NON_R25GM152359_7529,https://reporter.nih.gov/project-details/10929514,270335163,311875,1036540,2029-01-31,2026-02-20,TRUE,TRUE,TRUE,713,1.0022914109049306,65956,0,713,725378,339248,386130,7,22,,unitid:180461,F,TRUE,TRUE
nih,1F31EY037190-01,ASST_NON_F31EY037190_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,22226.5,7747.5,29974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31EY037190_7529,https://reporter.nih.gov/project-details/11071228,266723672,22226.5,29974,2025-05-31,2025-12-19,TRUE,FALSE,TRUE,0,1,11528,0,0,564,0,0,4,8,,unitid:162928,F,TRUE,TRUE
nih,3R35GM145374-03S2,ASST_NON_R35GM145374_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,2171206,6322,2177528,2025-06-01,,https://www.usaspending.gov/award/ASST_NON_R35GM145374_7529,https://reporter.nih.gov/project-details/11061126,270347304,2765501.04,2860820,2027-06-30,2025-07-21,TRUE,TRUE,TRUE,594295.04,1.273716561210682,652564.8,639921.28,0,683292,0,0,8,39,,unitid:144050,F,TRUE,TRUE
nih,3R37AI148064-13S1,ASST_NON_R37AI148064_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,1882416,4838,1887254,2025-05-15,,https://www.usaspending.gov/award/ASST_NON_R37AI148064_7529,https://reporter.nih.gov/project-details/11160010,270350764,914246.88,2503928,2027-03-31,2025-06-05,TRUE,TRUE,TRUE,-968169.12,0.48567738480760897,35334.549999999996,0,2940.96,616674,0,0,9,35,,icahn school of medicine at mount sinai|new york,F,TRUE,TRUE
nih,3P01CA214091-08S2,ASST_NON_P01CA214091_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,73997,2756,76753,2025-04-22,,https://www.usaspending.gov/award/ASST_NON_P01CA214091_7529,https://reporter.nih.gov/project-details/10977258,269407198,6760756.66,14239850,2027-01-31,2026-01-20,TRUE,TRUE,TRUE,6686759.66,91.36528048434396,1543266.5699999998,915603.3,294899.4199999999,1351642,0,1351642,24,48,,unitid:134130,F,TRUE,TRUE
nih,3R35GM148407-02S1,ASST_NON_R35GM148407_7529,Tufts University Medford,Massachusetts,Tufts University,Massachusetts,Medford,Private not-for-profit,168148,1989597,95,1989692,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_R35GM148407_7529,https://reporter.nih.gov/project-details/10850246,270347653,1959237.71,2566995,2028-02-29,2026-02-20,TRUE,TRUE,TRUE,-30359.290000000037,0.9847409852346982,603741.02,599720.4299999999,368.1200000000026,1155201,577898,577303,9,33,,unitid:168148,F,TRUE,TRUE
