agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key
nsf,2432870,ASST_NON_2432870_4900,Columbia University,New York,Columbia University in the City of New York,New York,New York,Private not-for-profit,190150,97034.524005487,202703.475994513,299738,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2432870_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2432870,236153534,0,299738,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,-97034.524005487,0,0,0,0,0,0,0,2,0,,unitid:190150
nsf,2115963,ASST_NON_2115963_4900,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,1183487.9,202622.1,1386110,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2115963_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2115963,235200605,1183487.9,1223091,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,138454.98999999996,138454.98999999996,0,0,0,0,4,43,,unitid:147767
nih,3R01DK131492-03S1,ASST_NON_R01DK131492_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,1276315,202584,1478899,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131492_7529,https://reporter.nih.gov/project-details/10932656,270189914,1336877.72,1515199,2026-11-30,2026-03-20,TRUE,TRUE,TRUE,60562.71999999997,1.047451232650247,232111.11,131645.24,916.4099999999999,36300,0,0,12,45,,unitid:123961
nsf,2204558,ASST_NON_2204558_4900,CUNY City College,New York,CUNY City College,New York,New York,Public,190567,797466.39,202372.61,999839,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2204558_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2204558,235427999,797466.39,999839,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,191454.94999999998,191454.94999999998,0,0,0,0,4,28,,unitid:190567
nsf,2046454,ASST_NON_2046454_4900,University of Illinois Urbana-Champaign,Illinois,University of Illinois Urbana-Champaign,Illinois,Champaign,Public,145637,397715.95,202247.05,599963,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2046454_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2046454,235015847,397715.95,599963,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,1837.12000000001,0,0,0,0,0,5,46,,unitid:145637
epa,84047701,ASST_NON_84047701_068,"University of Maryland, College Park",Maryland,University of Maryland-College Park,Maryland,College Park,Public,163286,1149013.98,200986.02,1350000,2025-05-12,2026-08-31,https://www.usaspending.gov/award/ASST_NON_84047701_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84047701,254623039,1149013.98,1350000,2025-05-12,2025-06-05,FALSE,FALSE,FALSE,0,1,233044.49,0,0,0,0,0,3,29,,unitid:163286
epa,84053401,ASST_NON_84053401_068,Drexel University,Pennsylvania,Drexel University,Pennsylvania,Philadelphia,Private not-for-profit,212054,538599.43,200781.57,739381,2025-05-13,2026-03-31,https://www.usaspending.gov/award/ASST_NON_84053401_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84053401,254624731,538599.43,739381,2025-05-13,2025-06-05,FALSE,FALSE,FALSE,0,1,41488.92999999999,15855.279999999999,0,0,0,0,2,26,,unitid:212054
nsf,2318843,ASST_NON_2318843_4900,Rutgers University New Brunswick,New Jersey,Rutgers University-New Brunswick,New Jersey,New Brunswick,Public,186380,71362.57,200637.43,272000,2025-06-17,2025-05-28,https://www.usaspending.gov/award/ASST_NON_2318843_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2318843,235859201,71362.57,231700,2025-05-28,2025-07-17,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,3,11,,unitid:186380
nsf,2200648,ASST_NON_2200648_4900,North Carolina Agricultural & Technical State University,North Carolina,North Carolina A & T State University,North Carolina,Greensboro,Public,199102,242677.16,200508.84,443186,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2200648_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2200648,235415193,242677.16,443186,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,3,58,,unitid:199102
nsf,2201101,ASST_NON_2201101_4900,University of Cincinnati Main Campus,Ohio,University of Cincinnati-Main Campus,Ohio,Cincinnati,Public,201885,181227.35,200358.65,381586,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2201101_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2201101,235416364,181227.35,284914,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,35496.22,35496.22,0,0,0,0,3,34,,unitid:201885
epa,84003101,ASST_NON_84003101_068,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,590156.56,200195.44,790352,2025-05-06,2025-07-31,https://www.usaspending.gov/award/ASST_NON_84003101_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84003101,254609785,590156.56,790352,2025-05-06,2025-06-05,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,5,30,,unitid:221999
