unitid,GRRTTOT,GRRTM,GRRTW,GRRTWH,GRRTBK,GRRTHS,GRRTAP,GRRTAS,GRRTNH,GRRTAN,GRRTUN,GRRTNR,GRRT2M,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTWH,GBA6RTBK,GBA6RTHS,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTAN,GBA6RTUN,GBA6RTNR,GBA6RT2M,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
112084,24,19,30,33,0,15,33,0,50,0,50,0,50,45,16,24,24,19,30,33,0,15,33,0,50,0,50,0,50,45,100,100,100,100,5,5
112172,44,42,46,53,19,41,70,69,100,0,0,26,57,8,,,,,,,,,,,,,,,,,45,,,,44,
112181,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,83,
112190,40,38,42,32,24,25,55,56,17,,38,43,35,8,,,,,,,,,,,,,,,,,48,,100,,36,
112260,95,94,97,96,92,93,95,95,,,100,93,96,,82,94,95,94,97,96,92,93,95,95,,,100,93,96,,97,97,97,97,94,94
112288,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,40,,50,
112367,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,86,
112385,28,25,29,29,33,24,34,36,0,,33,0,20,19,,,,,,,,,,,,,,,,,36,,,,20,
112394,35,25,58,31,50,50,31,31,,,75,0,0,2,27,33,35,25,58,31,50,50,31,31,,,75,0,0,2,33,33,38,38,33,33
112455,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,50,,100,
112561,30,38,24,30,100,28,67,67,,0,0,,,8,,,,,,,,,,,,,,,,,32,,,,30,
112570,48,42,54,55,59,39,50,50,,,,25,29,,39,45,47,39,53,55,59,33,50,50,,,,25,17,,52,49,52,52,36,36
112686,32,24,38,,27,35,,,,,0,,0,7,,,,,,,,,,,,,,,,,37,,,,21,
112826,33,30,35,42,14,29,54,54,,,17,0,63,8,,,,,,,,,,,,,,,,,43,,,,29,
113096,33,30,35,34,17,28,40,42,28,100,40,33,31,8,,,,,,,,,,,,,,,,,32,,100,,33,
113111,37,33,39,43,29,32,51,52,0,,45,,28,12,,,,,,,,,,,,,,,,,43,,,,34,
113193,44,45,44,50,38,36,53,56,0,50,13,50,37,15,,,,,,,,,,,,,,,,,37,,,,47,
113218,34,29,38,35,31,31,43,67,0,50,33,,36,8,,,,,,,,,,,,,,,,,32,,,,35,
113236,35,32,38,35,26,30,48,48,20,0,27,38,24,14,,,,,,,,,,,,,,,,,37,,50,,33,
113333,68,67,68,68,52,54,79,79,31,60,71,68,64,7,,,,,,,,,,,,,,,,,71,,58,,67,
113449,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,63,,100,
113573,29,27,30,36,16,27,41,42,0,0,50,45,42,4,,,,,,,,,,,,,,,,,32,,,,26,
113582,50,,50,50,,,,,,,,,,,50,50,50,,50,50,,,,,,,,,,,0,0,100,100,,
113634,46,46,45,47,20,39,60,60,60,0,36,71,44,12,,,,,,,,,,,,,,,,,48,,,,45,
113698,76,63,80,78,75,75,86,86,100,,40,0,56,16,61,73,76,63,80,78,75,75,86,86,100,,40,0,56,16,75,75,80,80,74,74
113856,33,30,36,59,36,27,66,66,,0,43,70,56,7,,,,,,,,,,,,,,,,,33,,,,34,
113980,37,32,42,50,24,31,59,60,13,33,27,40,47,10,,,,,,,,,,,,,,,,,34,,50,,39,
114123,65,50,67,68,63,67,40,50,0,100,,,20,1,,,,,,,,,,,,,,,,,65,,56,,68,
114266,43,37,47,53,63,33,59,59,50,,26,0,41,7,,,,,,,,,,,,,,,,,51,,,,37,
114354,67,46,71,68,48,70,74,74,67,0,78,60,60,3,,,,,,,,,,,,,,,,,59,,70,,73,
114433,47,39,56,54,37,45,38,50,36,20,0,33,,19,10,40,40,0,50,44,,0,,,,,,,,10,44,33,40,,51,43
114460,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,29,
114637,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
114716,60,58,62,64,41,42,71,72,50,,25,72,49,8,,,,,,,,,,,,,,,,,57,,100,,60,
114761,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,100,
114789,28,28,28,31,14,29,30,30,0,18,32,,24,5,,,,,,,,,,,,,,,,,28,,0,,29,
114813,56,47,61,71,85,46,50,50,,50,55,60,,39,44,54,56,47,61,71,85,46,50,50,,50,55,60,,39,45,45,57,57,72,72
114859,34,29,38,36,23,29,57,58,0,50,18,60,35,8,,,,,,,,,,,,,,,,,31,,43,,36,
114938,44,42,45,41,75,44,60,63,0,100,50,,27,7,,,,,,,,,,,,,,,,,45,,,,43,
114947,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,24,
115001,33,31,35,39,33,23,51,51,0,0,23,41,23,9,,,,,,,,,,,,,,,,,35,,0,,32,
115010,59,61,59,43,29,64,69,69,,,,,50,0,,,,,,,,,,,,,,,,,65,,77,,46,
115126,45,41,48,55,37,33,58,58,33,100,41,52,38,8,,,,,,,,,,,,,,,,,47,,100,,43,
115296,32,30,33,37,22,28,37,36,100,0,23,45,26,9,,,,,,,,,,,,,,,,,34,,100,,30,
115357,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,100,,100,
115393,30,30,30,21,0,29,35,38,0,0,31,0,33,5,,,,,,,,,,,,,,,,,31,,,,29,
115409,94,95,92,93,92,98,100,100,100,,100,79,91,5,78,92,94,95,92,93,92,98,100,100,100,,100,79,91,5,97,97,90,90,94,94
115658,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,100,
115755,47,39,51,55,33,41,56,62,25,42,41,50,49,7,24,41,47,39,51,55,33,41,56,62,25,42,41,50,49,7,38,38,52,52,58,58
115773,50,67,33,,50,67,,,,,0,,,17,100,100,100,100,,,100,,,,,,,,,,40,100,100,,,
115861,46,42,50,52,50,46,0,0,0,,43,,0,5,,,,,,,,,,,,,,,,,46,,,,47,
115931,77,82,68,81,57,78,70,80,50,100,77,,100,,,,,,,,,,,,,,,,,,75,,91,,72,
116226,88,,88,100,,50,100,100,,,,,,,100,100,100,,100,100,,,100,100,,,,,,,100,100,100,100,75,
116439,58,54,61,62,31,40,67,67,50,,71,63,56,10,,,,,,,,,,,,,,,,,55,,,,58,
116563,75,0,82,100,0,100,67,67,,,,,,,,,,,,,,,,,,,,,,,100,,50,,50,
116846,31,0,44,25,,,,,,,33,,,69,31,31,31,0,44,25,,,,,,,33,,,69,33,33,50,50,25,25
117052,42,46,40,48,27,41,57,57,,50,67,,30,8,,,,,,,,,,,,,,,,,40,,,,45,
117104,57,56,57,66,25,53,,,,33,100,,43,5,33,49,51,48,53,59,33,52,,,,33,,,33,3,59,51,21,0,75,80
117140,65,58,71,63,55,68,62,65,40,,43,54,81,,55,63,65,58,71,63,55,68,62,65,40,,43,54,81,,63,63,71,71,60,60
117168,63,68,62,57,0,78,82,82,,,,0,50,,47,60,63,68,62,57,0,78,82,82,,,,0,50,,56,56,65,65,67,67
117195,42,36,48,44,33,49,20,20,,,20,0,0,6,,,,,,,,,,,,,,,,,45,,,,40,
117247,36,35,37,42,15,31,53,53,50,,0,38,33,12,,,,,,,,,,,,,,,,,39,,,,34,
117274,29,25,36,32,0,38,0,0,,33,0,50,17,12,,,,,,,,,,,,,,,,,50,,0,,24,
117283,60,50,64,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,
117557,75,67,100,,50,,,,,,,100,,,50,75,75,67,100,,50,,,,,,,100,,,,,,,75,75
117627,68,68,68,63,58,69,70,76,29,50,,81,61,16,4,60,60,60,59,56,52,61,64,70,0,0,,73,36,20,67,63,70,48,69,59
117645,27,27,27,40,19,25,36,37,27,0,33,50,25,10,,,,,,,,,,,,,,,,,25,,50,,29,
117690,36,35,36,33,24,36,46,49,0,,67,,33,9,,,,,,,,,,,,,,,,,44,,,,30,
117706,41,36,46,51,31,34,55,56,0,,62,50,44,11,,,,,,,,,,,,,,,,,46,,,,38,
117715,34,27,36,0,36,32,0,0,,,50,,50,12,,,,,,,,,,,,,,,,,39,,,,29,
117724,27,26,30,50,32,26,33,33,,,63,0,25,9,,,,,,,,,,,,,,,,,32,,,,21,
117733,41,39,43,50,43,37,53,53,,,28,67,38,8,,,,,,,,,,,,,,,,,41,,,,41,
117751,64,59,67,68,50,61,50,50,,,33,0,69,8,44,52,64,59,67,68,50,61,50,50,,,33,0,69,8,71,71,78,78,28,28
117788,24,24,24,28,28,22,30,30,,0,17,30,27,12,,,,,,,,,,,,,,,,,27,,100,,20,
117867,31,28,32,33,20,30,44,44,,,40,100,50,7,,,,,,,,,,,,,,,,,33,,,,29,
117894,39,35,42,40,27,34,51,53,17,,56,100,46,8,,,,,,,,,,,,,,,,,37,,,,40,
117946,80,78,81,81,70,85,85,85,67,,,67,78,,71,79,80,78,81,81,70,85,85,85,67,,,67,78,,77,77,80,80,80,80
117955,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,50,,57,
118198,74,74,73,78,54,76,73,75,60,100,,,74,,,,,,,,,,,,,,,,,,59,,80,,85,
118347,36,32,41,36,14,35,69,69,,,50,25,38,17,,,,,,,,,,,,,,,,,42,,,,34,
118684,31,41,23,37,0,27,33,33,,,0,,50,8,,,,,,,,,,,,,,,,,30,,,,32,
118693,51,49,55,44,53,45,59,60,57,100,60,64,46,,31,49,51,49,55,44,53,45,59,60,57,100,60,64,46,,66,66,32,32,45,45
118718,29,29,29,34,17,28,40,40,,20,33,50,17,5,,,,,,,,,,,,,,,,,30,,,,28,
118772,21,19,23,29,28,20,13,13,0,0,33,0,13,19,,,,,,,,,,,,,,,,,30,,,,19,
118912,41,39,43,42,37,38,50,55,0,25,71,42,47,10,96,96,96,92,100,100,,100,100,100,,0,,,100,,35,100,100,100,45,89
118930,53,51,54,62,40,38,64,65,0,,33,75,45,4,,,,,,,,,,,,,,,,,45,,,,56,
118958,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,64,
118976,26,23,29,32,17,22,35,36,27,9,0,60,,11,0,0,0,0,0,0,,0,,,,,,,,,25,0,,,27,0
118994,45,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,47,,22,,46,
119067,30,29,31,39,0,28,17,18,0,,0,0,40,14,,,,,,,,,,,,,,,,,32,,,,29,
119137,39,35,42,40,23,36,54,54,33,100,71,33,35,14,,,,,,,,,,,,,,,,,40,,,,39,
119164,39,38,40,41,40,33,58,59,29,100,33,48,37,7,,,,,,,,,,,,,,,,,38,,,,40,
119173,53,44,54,43,52,54,56,56,,,56,,33,34,40,52,55,40,56,44,53,56,57,57,,,60,,33,34,49,50,57,58,67,67
119216,36,35,37,44,34,31,47,46,67,20,37,,41,9,,,,,,,,,,,,,,,,,39,,,,35,
119270,46,42,58,44,27,43,54,45,100,0,45,56,21,,18,41,44,26,67,0,,0,75,75,,,,50,0,,36,25,65,,49,47
119331,32,30,33,29,21,28,51,52,0,0,30,0,31,13,,,,,,,,,,,,,,,,,36,,0,,30,
119553,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,84,,52,
119605,50,67,33,0,100,50,0,0,,,,100,,50,60,60,60,67,50,0,100,100,0,0,,,,100,,40,33,33,100,100,50,100
119775,51,40,61,60,0,31,33,33,,100,,68,0,,8,49,51,40,61,60,0,31,33,33,,100,,68,0,,33,33,80,80,57,57
119951,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,100,,76,
120069,65,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,65,,80,,58,
120078,65,62,66,68,40,54,76,79,70,50,70,,69,0,,,,,,,,,,,,,,,,,62,,81,,68,
120087,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,43,,66,
120184,32,20,38,16,9,36,58,65,0,,0,33,33,52,32,32,32,20,38,16,9,36,58,65,0,,0,33,33,52,35,35,30,30,24,24
120254,85,81,88,84,82,84,94,95,50,,75,89,80,11,72,83,85,81,88,84,82,84,94,95,50,,75,89,80,11,92,92,86,86,83,83
120290,55,59,51,60,20,35,67,68,46,0,71,42,57,10,,,,,,,,,,,,,,,,,63,,100,,52,
120342,45,45,45,50,15,32,59,59,75,33,50,53,47,13,,,,,,,,,,,,,,,,,47,,20,,45,
120403,61,56,63,51,45,50,68,68,,50,53,70,73,,52,59,61,56,63,51,45,50,68,68,,50,53,70,73,,64,64,58,58,59,59
120421,33,29,36,40,29,33,33,36,0,,0,,18,3,,,,,,,,,,,,,,,,,35,,,,28,
120537,46,36,54,61,40,41,29,29,,33,0,,50,29,46,46,46,36,54,61,40,41,29,29,,33,0,,50,29,36,36,100,100,34,34
120661,71,65,73,86,63,78,86,88,67,67,69,,0,,,,,,,,,,,,,,,,,,70,,86,,63,
120838,100,100,100,,,,,,,,,100,,,100,100,100,100,100,,,,,,,,,100,,,,,,,100,100
120865,51,51,52,44,37,52,50,50,,50,47,90,65,29,39,50,52,51,52,46,38,50,54,54,,,50,90,57,28,45,41,51,45,58,63
120883,68,61,73,64,45,58,79,79,100,60,67,55,70,,45,60,66,60,71,64,45,58,74,74,100,60,64,55,67,,66,64,66,64,70,68
120953,14,9,25,33,0,13,,,,0,,,,6,,,,,,,,,,,,,,,,,25,,,,11,
120971,34,33,35,36,37,29,47,50,0,50,35,72,37,9,,,,,,,,,,,,,,,,,34,,0,,34,
121044,41,40,43,45,22,30,60,60,25,,31,56,38,9,,,,,,,,,,,,,,,,,42,,,,40,
121150,85,80,88,86,89,80,86,86,100,60,100,78,89,,75,84,85,80,88,86,89,80,86,86,100,60,100,78,89,,85,85,87,87,84,84
121257,83,84,82,84,78,87,88,87,100,0,75,73,94,,60,81,83,84,82,84,78,87,88,87,100,0,75,73,94,,94,94,86,86,80,80
121309,74,69,76,76,86,67,72,77,25,67,0,67,78,21,68,73,74,69,76,76,86,67,72,77,25,67,0,67,78,21,66,66,75,75,76,76
121345,93,92,95,94,97,87,96,95,100,50,89,96,97,,71,93,93,92,95,94,97,87,96,95,100,50,89,96,97,,94,94,100,100,93,93
121363,29,31,28,31,,29,50,50,,50,,,20,4,,,,,,,,,,,,,,,,,34,,,,20,
121433,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,73,
121619,32,28,35,38,53,29,56,57,0,20,15,60,18,7,,,,,,,,,,,,,,,,,34,,0,,29,
121637,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,70,
121691,71,65,75,79,53,68,67,70,33,50,65,39,75,2,61,69,71,65,75,79,53,68,67,70,33,50,65,39,75,2,69,69,58,58,100,100
121707,25,25,25,31,0,20,8,10,0,20,19,,25,13,,,,,,,,,,,,,,,,,28,,0,,23,
121859,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,100,,88,
121868,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,89,,93,
121886,27,27,27,35,13,25,53,53,,0,25,50,38,9,,,,,,,,,,,,,,,,,28,,,,25,
121901,32,32,32,42,27,29,38,40,10,0,58,60,45,9,,,,,,,,,,,,,,,,,28,,,,36,
122180,31,34,29,35,22,25,43,44,38,20,42,29,36,10,,,,,,,,,,,,,,,,,31,,14,,32,
122205,42,41,43,42,29,39,48,48,40,100,30,48,46,12,,,,,,,,,,,,,,,,,38,,100,,43,
122339,24,24,25,37,14,23,25,25,,,50,,36,15,,,,,,,,,,,,,,,,,25,,100,,23,
122375,34,29,38,40,17,28,52,52,50,0,29,45,29,13,,,,,,,,,,,,,,,,,31,,57,,36,
122384,48,43,54,49,50,33,64,65,40,,13,50,44,14,,,,,,,,,,,,,,,,,59,,,,45,
122409,78,74,82,79,79,76,82,83,75,81,81,73,78,1,57,75,78,74,82,79,79,76,82,83,75,81,81,73,78,1,74,74,78,78,80,80
122436,82,78,84,83,68,79,82,82,100,,86,88,79,,72,80,82,78,84,83,68,79,82,82,100,,86,88,79,,73,73,80,80,84,84
122506,52,41,67,43,17,100,100,100,,0,,63,67,,46,51,52,41,67,43,17,100,100,100,,0,,63,67,,50,50,46,46,56,56
122597,50,46,52,51,42,45,63,63,38,18,54,51,46,6,27,44,50,46,52,51,42,45,63,63,38,18,54,51,46,6,48,48,49,49,54,54
122612,71,67,74,67,63,71,79,81,44,67,83,71,66,19,64,70,71,67,74,67,63,71,79,81,44,67,83,71,66,19,71,71,73,73,70,70
122658,32,29,35,39,26,27,43,43,35,0,0,25,35,8,,,,,,,,,,,,,,,,,36,,,,30,
122685,34,40,32,36,26,35,41,46,25,0,17,,36,1,,,,,,,,,,,,,,,,,34,,54,,29,
122694,48,50,47,49,27,49,63,83,0,50,47,100,33,1,,,,,,,,,,,,,,,,,48,,61,,43,
122728,61,60,61,66,50,52,42,45,0,60,50,90,,24,46,58,61,60,61,66,50,52,42,45,0,60,50,90,,24,49,49,59,59,75,75
122746,32,25,37,34,56,30,49,51,0,,25,9,29,9,,,,,,,,,,,,,,,,,38,,,,29,
122755,65,61,68,63,44,55,75,75,70,50,58,71,66,5,30,58,65,61,68,63,44,55,75,75,70,50,58,71,66,5,60,60,62,62,69,69
122791,57,55,59,63,50,50,60,60,56,,40,47,73,12,,,,,,,,,,,,,,,,,62,,,,55,
122889,36,30,40,41,39,28,47,46,50,33,23,42,38,17,,,,,,,,,,,,,,,,,35,,19,,36,
122931,88,87,90,87,87,90,92,93,75,100,93,92,86,,83,87,88,87,90,87,87,90,92,93,75,100,93,92,86,,94,94,89,89,88,88
122977,36,33,39,42,20,27,44,44,33,33,21,47,32,16,0,0,0,0,0,0,,0,0,0,,,,,0,,30,0,33,,39,0
123013,34,37,32,40,25,25,57,57,,33,50,45,35,9,,,,,,,,,,,,,,,,,32,,,,35,
123165,87,,87,83,86,90,97,97,100,,100,82,92,,68,84,87,,87,83,86,90,97,97,100,,100,82,92,,85,85,89,89,87,87
123217,33,31,34,35,30,33,39,39,,50,28,0,22,4,,,,,,,,,,,,,,,,,33,,,,32,
123280,33,0,100,33,,,,,,,,,,67,0,0,0,0,,0,,,,,,,,,,100,50,,,,0,0
123299,29,30,28,30,11,27,36,42,0,21,62,,25,12,,,,,,,,,,,,,,,,,26,,20,,34,
123341,38,37,39,38,15,37,50,51,29,20,43,50,39,13,,,,,,,,,,,,,,,,,39,,0,,38,
123350,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,67,
123457,42,26,52,59,0,26,60,60,,0,20,50,50,,34,42,42,26,52,59,0,26,60,60,,0,20,50,50,,46,46,32,32,44,44
123484,30,26,33,28,20,32,,,,50,50,100,20,16,,,,,,,,,,,,,,,,,29,,0,,32,
123493,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,2,,,
123509,41,41,42,44,22,32,52,53,27,,43,38,35,10,,,,,,,,,,,,,,,,,45,,,,40,
123527,22,19,24,25,13,22,39,44,0,50,20,0,7,8,,,,,,,,,,,,,,,,,30,,,,17,
123554,69,65,72,72,54,68,71,76,53,67,71,53,67,24,61,68,69,65,72,72,54,68,71,76,53,67,71,53,67,24,64,64,72,72,71,71
123563,34,31,36,33,24,31,48,48,50,0,25,,30,11,,,,,,,,,,,,,,,,,39,,,,31,
123572,61,55,63,67,48,55,56,59,25,33,50,58,66,7,42,58,61,55,63,67,48,55,56,59,25,33,50,58,66,7,55,55,62,62,64,64
123642,33,0,38,50,,33,,,,,,,0,,,,,,,,,,,,,,,,,,40,,50,,0,
123651,56,50,58,65,30,52,80,78,83,,48,60,43,,52,55,56,50,58,65,30,53,80,78,83,,48,60,43,,49,49,59,59,67,68
123679,80,72,82,79,81,100,76,76,80,64,82,100,,,,,,,,,,,,,,,,,,,80,,79,,81,
123800,31,29,33,32,47,30,37,39,0,,18,,28,9,,,,,,,,,,,,,,,,,31,,50,,32,
123952,70,85,59,60,,50,100,100,,,,70,,,0,63,70,85,59,60,,50,100,100,,,,70,,,100,100,50,50,67,67
123961,92,90,94,91,86,92,95,95,88,71,100,92,91,,77,90,92,90,94,91,86,92,95,95,88,71,100,92,91,,92,92,92,92,92,92
124113,34,35,33,36,0,34,38,43,0,0,0,,40,9,,,,,,,,,,,,,,,,,30,,,,40,
124292,82,76,89,83,100,75,100,100,100,,,100,75,15,80,82,82,76,89,83,100,75,100,100,100,,,100,75,15,81,81,78,78,85,85
124487,0,0,0,0,,,,,,0,,,,,0,0,0,0,,0,,,,,,,,,,,0,,0,0,,
124681,60,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,58,,78,,86,
124706,73,71,74,71,65,81,89,92,83,75,69,100,,,,,,,,,,,,,,,,,,,74,,76,,61,
124937,76,68,79,82,77,83,76,78,63,100,74,,,,,,,,,,,,,,,,,,,,76,,81,,69,
125028,43,38,46,47,18,41,51,55,0,50,27,20,60,4,,,,,,,,,,,,,,,,,40,,0,,45,
125082,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,79,
125091,32,29,34,45,20,29,50,58,0,,33,100,35,8,,,,,,,,,,,,,,,,,33,,,,31,
125170,41,42,41,45,48,28,64,63,100,,33,39,29,18,,,,,,,,,,,,,,,,,53,,,,36,
125231,0,,0,,0,,,,,,,,,,0,0,0,,0,,0,,,,,,,,,,0,0,,,,
125310,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,100,,100,
125462,42,33,50,43,33,43,50,0,100,,0,25,67,7,,,,,,,,,,,,,,,,,43,,,,40,
125471,21,19,24,39,11,25,38,42,25,,26,28,12,14,,,,,,,,,,,,,,,,,22,,0,,21,
125499,52,47,57,54,53,43,70,71,0,0,57,100,60,11,,,,,,,,,,,,,,,,,53,,,,52,
125532,52,39,53,59,39,49,53,67,20,57,57,100,50,1,,,,,,,,,,,,,,,,,51,,47,,83,
125727,70,75,67,70,78,69,77,81,0,0,56,67,77,,68,70,70,75,67,70,78,69,77,81,0,0,56,67,77,,62,62,74,74,69,69
125763,63,54,71,55,45,67,67,69,33,100,,60,73,27,55,61,63,54,71,55,45,67,67,69,33,100,,60,73,27,59,59,61,61,71,71
125897,55,44,63,60,14,55,70,70,,0,,33,100,,30,50,55,44,63,60,14,55,70,70,,0,,33,100,,55,55,59,59,53,53
126076,20,20,,20,,,,,,,,0,,69,20,20,20,20,,20,,,,,,,,0,,69,16,16,,,23,23
126119,32,34,31,29,60,30,33,33,,33,38,,52,9,,,,,,,,,,,,,,,,,33,,,,31,
126182,32,28,36,42,33,28,25,0,33,13,30,,5,45,16,25,27,26,28,36,30,23,25,0,33,0,32,,5,45,29,23,30,27,37,33
126207,35,38,32,40,0,32,43,50,0,33,67,,0,9,,,,,,,,,,,,,,,,,32,,15,,39,
126289,27,27,27,27,50,19,21,25,0,67,35,50,17,41,,,,,,,,,,,,,,,,,22,,26,,29,
126359,61,50,62,69,0,53,50,50,,0,,,80,14,,,,,,,,,,,,,,,,,45,,40,,69,
126562,47,43,51,45,47,42,67,68,33,67,50,63,38,30,28,44,47,43,51,45,47,42,67,68,33,67,50,63,38,30,46,46,40,40,51,51
126580,45,43,48,48,26,41,44,43,50,29,64,69,46,34,28,42,45,43,48,48,26,41,44,43,50,29,64,69,46,34,37,37,47,47,50,50
126605,69,70,64,68,50,76,86,75,100,100,69,,44,31,,,,,,,,,,,,,,,,,65,,74,,70,
126614,75,72,79,76,60,72,80,80,67,33,57,74,74,15,58,73,75,72,79,76,60,72,80,80,67,33,57,74,74,15,69,69,73,73,77,77
126669,55,51,58,58,33,44,71,71,,0,67,,40,,49,55,56,50,59,58,40,45,71,71,,0,67,,40,,51,51,50,50,59,60
126678,86,85,86,88,77,80,88,87,100,33,100,86,82,9,77,86,86,85,86,88,77,80,88,87,100,33,100,86,82,9,78,78,83,83,88,88
126687,69,66,70,69,56,76,68,64,80,50,72,100,100,,,,,,,,,,,,,,,,,,75,,76,,36,
126711,26,28,23,26,0,25,25,33,0,67,7,,38,26,3,11,14,18,7,15,,14,,,,,0,,0,33,36,36,30,0,20,5
126748,26,24,27,32,17,11,,,,0,,67,20,30,,,,,,,,,,,,,,,,,33,,16,,23,
126775,79,79,79,80,58,80,78,78,,80,94,74,71,15,66,78,79,79,79,80,58,80,78,78,,80,94,74,71,15,71,71,75,75,83,83
126784,82,81,100,84,,60,100,100,,100,80,,,,,,,,,,,,,,,,,,,,70,,84,,100,
126818,67,64,70,70,60,58,61,60,75,52,61,62,59,16,47,64,67,64,70,70,60,58,61,60,75,52,61,62,59,16,57,57,63,63,72,72
126827,18,19,17,18,16,,29,50,0,0,18,100,12,,11,12,13,17,11,12,9,,33,67,0,0,16,100,14,,17,12,35,21,18,17
126863,29,22,34,33,21,27,33,33,,100,60,20,7,24,,,,,,,,,,,,,,,,,29,,31,,27,
126915,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,75,
126942,16,12,19,14,11,16,22,22,,10,24,16,25,26,,,,,,,,,,,,,,,,,14,,13,,20,
126951,69,71,54,70,57,69,71,73,67,79,79,0,63,,,,,,,,,,,,,,,,,,66,,79,,72,
127060,78,72,83,79,75,73,87,88,50,67,68,82,75,,69,77,78,72,83,79,75,73,87,88,50,67,68,82,75,,74,74,79,79,79,79
127158,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,77,
127185,43,40,45,50,0,35,44,43,50,31,73,33,43,32,30,40,43,40,45,50,0,35,44,43,50,31,73,33,43,32,32,32,40,40,52,52
127200,30,29,32,33,15,25,44,44,,27,39,15,23,3,,,,,,,,,,,,,,,,,29,,30,,31,
127316,84,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,81,,80,,91,
127389,41,32,49,48,0,39,0,,0,50,,50,33,29,,,,,,,,,,,,,,,,,42,,50,,39,
127556,42,37,46,45,16,38,31,30,33,25,41,35,32,27,28,43,47,40,53,50,28,44,35,32,50,100,62,38,35,25,34,41,40,46,48,52
127565,30,27,33,35,19,28,31,33,0,17,27,25,21,30,13,24,30,27,33,35,19,28,31,33,0,17,27,25,21,30,28,28,29,29,32,32
127617,46,52,40,51,100,31,,,,0,75,100,67,13,,,,,,,,,,,,,,,,,44,,0,,51,
127653,46,22,54,47,50,50,0,,0,,25,,67,14,19,43,46,22,54,47,50,50,0,,0,,25,,67,14,47,47,60,60,38,38
127732,54,48,59,56,25,48,50,50,,0,50,90,50,11,,,,,,,,,,,,,,,,,50,,36,,62,
127741,51,44,55,56,37,46,60,62,40,43,27,33,40,33,37,49,51,44,55,56,37,46,60,62,40,43,27,33,40,33,46,46,53,53,56,56
127778,37,42,32,45,29,32,0,0,,0,,50,57,37,,,,,,,,,,,,,,,,,37,,55,,34,
127820,23,22,23,29,7,17,24,21,38,0,15,11,22,25,,,,,,,,,,,,,,,,,21,,26,,26,
127884,37,40,35,36,25,39,43,40,50,33,60,0,13,17,,,,,,,,,,,,,,,,,36,,50,,37,
127909,37,39,34,41,55,25,20,20,,100,42,25,52,16,,,,,,,,,,,,,,,,,23,,25,,46,
127918,61,61,61,66,33,55,66,66,,100,47,75,62,,51,60,61,61,61,66,33,54,67,67,,100,47,75,60,,53,53,55,55,70,69
127945,37,37,36,35,0,42,50,50,,33,25,,100,29,24,35,37,37,36,35,0,42,50,50,,33,25,,100,29,24,24,57,57,47,47
127954,92,,92,100,100,86,,,,,,,,,,,,,,,,,,,,,,,,,86,,100,,100,
128106,38,31,45,43,35,36,36,43,25,0,27,36,23,36,22,34,38,31,45,43,35,36,36,43,25,0,27,36,23,36,30,30,44,44,46,46
128151,58,50,67,60,62,52,81,80,100,100,67,71,50,,,,,,,,,,,,,,,,,,84,,,,52,
128179,45,45,43,50,28,35,57,57,,50,25,,,,,,,,,,,,,,,,,,,,43,,60,,44,
