unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
492625,ECPI University - San Antonio,TX,San Antonio,2018,2018,2019,2018-19,no,G,-2,248934,no,Sector unknown,,,,,-2,01019821,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
493390,East-West Healing Arts Institute - Milwaukee,WI,Shorewood,2018,2018,2019,2018-19,no,G,-2,483799,no,Sector unknown,,,,,-2,04219301,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492467,Everglades University - Miami,FL,Miami,2018,2018,2019,2018-19,no,G,-2,385619,no,Sector unknown,,,,,-2,03108504,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492494,Georgia Military College - Albany,GA,Albany,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157117,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
384388,Georgia Military College - Atlanta,GA,Fairburn,2004,2018,2019,2018-19,yes,G,-2,485111,no,Sector unknown,,,,,-2,00157103,2011,1547,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
384360,Georgia Military College - Augusta,GA,Martinez,2004,2018,2019,2018-19,yes,G,-2,485111,no,Sector unknown,,,,,-2,00157102,2011,2277,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
423476,Georgia Military College - Columbus,GA,Columbus,2004,2018,2019,2018-19,yes,G,-2,485111,no,Sector unknown,,,,,-2,00157107,2011,434,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492537,Georgia Military College - Dublin,GA,Dublin,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157114,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492546,Georgia Military College - Eastman,GA,Eastman,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157115,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492528,Georgia Military College - Fayetteville,GA,Fayetteville,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157113,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
463791,Georgia Military College - Madison,GA,Madison,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157111,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
384397,Georgia Military College - Robins,GA,Warner Robins,2004,2018,2019,2018-19,yes,G,-2,485111,no,Sector unknown,,,,,-2,00157105,2011,2212,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
463782,Georgia Military College - Sandersville,GA,Sandersville,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157110,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492519,Georgia Military College - Stone Mountain,GA,Stone Mountain,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157112,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
384379,Georgia Military College - Valdosta,GA,Valdosta,2004,2018,2019,2018-19,yes,G,-2,485111,no,Sector unknown,,,,,-2,00157101,2011,2138,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492485,Georgia Military College - Zebulon,GA,Zebulon,2018,2018,2019,2018-19,no,G,-2,485111,no,Sector unknown,,,,,-2,00157116,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
493336,Grace College of Barbering - Greensboro,NC,Greensboro,2018,2018,2019,2018-19,no,G,-2,481377,no,Sector unknown,,,,,-2,04214601,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
421540,Indian Capital Technology Center-Sallisaw,OK,Sallisaw,2004,2018,2019,2018-19,yes,G,-2,418296,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,01005301,2017,206,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
421559,Indian Capital Technology Center-Stilwell,OK,Stilwell,2004,2018,2019,2018-19,yes,G,-2,418296,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,01005302,2017,171,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
208026,Indian Capital Technology Center-Tahlequah,OK,Tahlequah,2004,2018,2019,2018-19,yes,G,-2,418296,no,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,At least 2 but less than 4 years,Non-degree granting,-2,01005303,2017,328,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
215099,Jefferson (Philadelphia University + Thomas Jefferson University),PA,Philadelphia,2004,2018,2019,2018-19,yes,C,-2,216366,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",Other,-2,00335400,2017,4454,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
101499,Jefferson Davis Community College,AL,Brewton,2004,2018,2019,2018-19,yes,C,-2,101161,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00106010,2017,1486,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
146393,Kendall College,IL,Chicago,2004,2018,2019,2018-19,yes,C,-2,147536,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00170300,2017,1650,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
493415,Keweenaw Bay Ojibwa Community College - Wabanung Campus,MI,L'Anse,2018,2018,2019,2018-19,no,G,-2,461315,no,Sector unknown,,,,,-2,04164701,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375692,Kiamichi Technology Center-Atoka,OK,Atoka,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920405,2017,194,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375708,Kiamichi Technology Center-Durant,OK,Durant,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,At least 2 but less than 4 years,Non-degree granting,-2,00920404,2017,129,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375717,Kiamichi Technology Center-Hugo,OK,Hugo,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920403,2017,92,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375735,Kiamichi Technology Center-Idabel,OK,Idabel,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920402,2017,171,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375744,Kiamichi Technology Center-Poteau,OK,Poteau,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920408,2017,297,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375753,Kiamichi Technology Center-Spiro,OK,Spiro,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920407,2017,11,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
405748,Kiamichi Technology Center-Stigler,OK,Stigler,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920409,2017,127,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
375762,Kiamichi Technology Centers-Talihina Campus,OK,Talihina,2004,2018,2019,2018-19,yes,C,-2,375726,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,00920406,2017,124,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
192563,LIU Brentwood,NY,Brentwood,2004,2018,2019,2018-19,yes,C,-2,192448,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00275101,2017,333,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
